Name,Price,Vendor,Avaliability,SKU
Polystar 5.5KG Single Tub Washing Machine| PV-WDW7.5K,"₦92,000.00",Polystar Store,In stock,710050
Polystar 1.5 Litres 2 In 1 Blender And Grinder| PV-BL509G,"₦19,500.00",Polystar Store,In stock,710060
Polystar 1.5L Electric Blender| PVBL-99301K,"₦12,500.00",Polystar Store,In stock,710061
Polystar 20litres Built In Microwave| PV-BD20BBL,"₦116,500.00",Polystar Store,In stock,710062
Polystar 20L Manual Solo Microwave Oven| PV-C20LMXB,"₦61,500.00",Polystar Store,In stock,710063
Polystar Ice-Maker| PV-MZ19B,"₦98,000.00",Polystar Store,In stock,710081
Polystar 100L Chest Freezer| PVCF-197BL,"₦153,000.00",Polystar Store,In stock,710082
Polystar 188L Chest Freezer| PVCF-322GL,"₦238,000.00",Polystar Store,In stock,710083
Polystar 188L Chest Freezer| PVCF-322RD,"₦238,000.00",Polystar Store,In stock,710084
Polystar 200L Chest Freezer | PVCF-322BLU,"₦232,000.00",Polystar Store,In stock,710086
Polystar 74L Chest Freezer| PVCFD-147L,"₦121,000.00",Polystar Store,In stock,710087
Polystar 725L Chest Freezer| PV-CFDG725L,"₦610,500.00",Polystar Store,In stock,710088
Polystar 1275L Triple Door Showcase Fridge| PV-SC1275DD3L,"₦1,599,500.00",Polystar Store,In stock,710089
Polystar 695L Double Door Showcase Fridge| PV-SC695DDL,"₦1,026,000.00",Polystar Store,In stock,710090
Polystar 90L Wine Chiller| PV-255BCLL,"₦165,000.00",Polystar Store,In stock,710093
Polystar 90L Upright Showcase Chiller| PV-259SCLL,"₦171,000.00",Polystar Store,In stock,710094
Polystar 226L Showcase Chest Freezer| PV-CSC303CSL,"₦440,000.00",Polystar Store,In stock,710095
Polystar 615L Showcase. Chest Freezer| PV-CSC615L,"₦591,000.00",Polystar Store,In stock,710096
Polystar 167L 6 Step Upright Freezer| PVUF-376WL,"₦263,000.00",Polystar Store,In stock,710097
Polystar 190L 7 Step Upright Freezer| PV-UF379WL,"₦269,000.00",Polystar Store,In stock,710098
Polystar 190L Upright Freezer| PV-UF380SL,"₦269,000.00",Polystar Store,In stock,710099
Polystar 85L Double Door Refrigerator| PVDD-202R6SL,"₦169,000.00",Polystar Store,In stock,710101
Polystar 85L Double Door Refrigerator| PVDD-203R6LR,"₦165,000.00",Polystar Store,In stock,710102
Polystar 81L Single Door Refrigerator| PVSF-173SL,"₦118,000.00",Polystar Store,In stock,710103
Polystar Electric Dry Iron| PV-DST1200AB,"₦6,500.00",Polystar Store,In stock,710104
Polystar Electric Dry Iron With Led Light| PV-DST1200BW,"₦7,500.00",Polystar Store,In stock,710105
Polystar Electric Steam Iron| PV-DST2000BR,"₦11,500.00",Polystar Store,In stock,710106
Polystar 8 In 1 Multiple Juice Food Processor| PV-J808H,"₦55,000.00",Polystar Store,In stock,710108
Polystar 65mm Juice Extractor| PV-JE388,"₦28,000.00",Polystar Store,In stock,710109
Polystar Electric Juice Extractor| PV-JE3337K,"₦24,000.00",Polystar Store,In stock,710110
Polystar Electric Juice Extractor| PV-JE3338K,"₦24,000.00",Polystar Store,In stock,710111
Polystar 5L Stainless Steel Electric Kettle| PV-K500,"₦17,000.00",Polystar Store,In stock,710113
Polystar 4 slice Sandwich Maker| PVKL-SM604B4,"₦20,000.00",Polystar Store,In stock,710114
Polystar 2 Slices Sandwich Maker| PV-SWB830B2,"₦9,000.00",Polystar Store,In stock,710115
Polystar 5L Air Fryer| PV-K5AFM,"₦37,000.00",Polystar Store,In stock,710116
Polystar Water Dispenser with Transparent Glass| PV-R2-JXR-18G,"₦101,000.00",Polystar Store,In stock,710117
Polystar Quick Chilling Powerful Water Dispenser| PV-R6JX-5GN,"₦117,500.00",Polystar Store,In stock,710118
Polystar Quick Chilling Powerful Water Dispenser| PV-R6JX-5FFB,"₦117,500.00",Polystar Store,In stock,710119
Polystar Quick Chilling Powerful Water Dispenser| PV-R6JX-5RF,"₦117,500.00",Polystar Store,In stock,710120
Polystar Hot & Cold Water Dispenser with Fridge| PV-R2-JXR-19BB,"₦101,000.00",Polystar Store,In stock,710121
Polystar Water Dispenser WIth Fridge| PV-R2-JXR-20BG,"₦101,500.00",Polystar Store,In stock,710122
Polystar Hot and Cold Water Dispenser with Fridge| PV-N2-JX-13BB,"₦96,500.00",Polystar Store,In stock,710123
Polystar Hot & Cold Water Dispenser with Fridge| PV-N2-JX-13GW,"₦96,000.00",Polystar Store,In stock,710124
Polystar 16 Inch KDK Standing Fan| P40U,"₦92,000.00",Polystar Store,In stock,710125
Polystar 16 Inch KDK Standing Fan With Light And Timer| P40W,"₦97,000.00",Polystar Store,In stock,710126
Polystar 16 Inch KDK Standing Fan With Light And Timer| P40V,"₦87,500.00",Polystar Store,In stock,710127
Lontor Rechargeable LED Flashlight| CTL-RL227,"₦9,500.00",Lontor,In stock,2035
Lontor Rechargeable LED Reading Lamp| CTL-RL207-S,"₦10,500.00",Lontor,In stock,2036
Lontor Rechargeable LED Reading Lamp| CTL-RL207,"₦12,000.00",Lontor,In stock,2037
Lontor Rechargeable LED Speakers Reading Lamp| CTL-RL230,"₦19,000.00",Lontor,In stock,2038
Lontor Rechargeable LED Mirror Lamp| CTL-RL242,"₦15,500.00",Lontor,In stock,2039
Lontor Rechargeable LED Reading Lamp| CTL-RL243,"₦12,000.00",Lontor,In stock,2040
Lontor Rechargeable LED Reading Lamp| CTL-RL244,"₦10,000.00",Lontor,In stock,2041
Lontor Rechargeable LED Outdoor Light| CTL-OL164,"₦12,000.00",Lontor,In stock,2042
Lontor Rechargeable LED Outdoor Light| CTL-OL160,"₦7,500.00",Lontor,In stock,2043
Lontor Rechargeable LED Camping Lamp| CTL-OL158,"₦11,500.00",Lontor,In stock,2044
Lontor Rechargeable LED Camping Lantern| CTL-OL155,"₦11,000.00",Lontor,In stock,2045
Lontor Rechargeable LED Outdoor Light| CTL-OL153,"₦24,500.00",Lontor,In stock,2046
Lontor Rechargeable LED Outdoor Light| CTL-OL151,"₦27,000.00",Lontor,In stock,2047
Lontor Rechargeable LED Camping Lantern| CTL-OL148,"₦12,000.00",Lontor,In stock,2048
Lontor Rechargeable LED Outdoor Light| CTL-OL090U,"₦18,500.00",Lontor,In stock,2050
Lontor Rechargeable LED Outdoor Light| CTL-OL054U,"₦11,500.00",Lontor,In stock,2051
Lontor Rechargeable LED Head Light| CTL-HL050A,"₦9,500.00",Lontor,In stock,2053
Lontor Rechargeable LED Head Light| CTL-HL051A,"₦10,500.00",Lontor,In stock,2054
Lontor Rechargeable LED Emergency Light| CTL-EL189,"₦6,500.00",Lontor,In stock,2055
Lontor Rechargeable LED Emergency Light| CTL-EL136,"₦10,000.00",Lontor,In stock,2056
Lontor Rechargeable LED Emergency Light| CTL-EL120,"₦7,500.00",Lontor,In stock,2057
Lontor Rechargeable LED Emergency Light| CTL-EL119U,"₦6,000.00",Lontor,In stock,2058
Lontor Rechargeable LED Emergency Light| CTL-EL112,"₦9,000.00",Lontor,In stock,2059
Lontor Rechargeable LED Emergency Light| CTL-EL111,"₦7,000.00",Lontor,In stock,2060
Lontor Rechargeable LED Emergency Light| CTL-EL094U,"₦10,500.00",Lontor,In stock,2061
Lontor 12 Inch Rechargeable Table Fan| CTL-CF025-12,"₦41,000.00",Lontor,In stock,2064
Lontor Rechargeable 12 Inches Table Fan| CTL-CF026-12,"₦40,500.00",Lontor,In stock,2065
Lontor 16 Inch Rechargeable Standing Fan| CTL-CF034R-16-C,"₦61,500.00",Lontor,In stock,2066
Lontor 18 Inch Rechargeable Standing Fan| CTL-CF034R-18-C,"₦71,500.00",Lontor,In stock,2067
Lontor 18 Inch Rechargeable Standing Fan| CTL-CF056WR-18U,"₦101,000.00",Lontor,In stock,2068
Lontor 16 Inch Rechargeable Water Mist Fan With Remote & USB| CTL-CF046R-16| CTL-CF046R,"₦94,000.00",Lontor,In stock,2069
Lontor 18 Inch Rechargeable Water Mist Fan With Remote & USB| CTL-CF046R-18,"₦101,000.00",Lontor,In stock,2070
Lontor 16 Inch Rechargeable Wall Fan| CTL-CF015R-16,"₦67,200.00",Lontor,In stock,2071
Lontor 16 Inch Rechargeable Standing Fan With 24 Speed Brushless Motor| CTL-CF055WR-16,"₦84,000.00",Lontor,In stock,2072
Lontor Rechargeable 16 Inches Standing Fan| CTL-CF058R-16,"₦71,000.00",Lontor,In stock,2073
Lontor 16 Inch Rechargeable Standing Fan| CTL-CF099-16,"₦58,300.00",Lontor,In stock,2075
Lontor 12 Inch Rechargeable Air Cooler Water Fan With Remote| CTL-CF040R,"₦123,200.00",Lontor,In stock,2076
Lontor Rechargeable Mist Fan| CTL-CF041R,"₦112,000.00",Lontor,In stock,2077
Lontor 18 Inch Non-Rechargeable Standing Fan| CTL-CFA025-18,"₦56,000.00",Lontor,In stock,2080
Lontor 20 Inches Industrial Fan| CTL-CFI002-20,"₦78,500.00",Lontor,In stock,2081
Lontor 26 Inch Industrial Fan| CTL-CFI002-26,"₦85,000.00",Lontor,In stock,2082
Lontor 5 Inch Rechargeable Mini Fan| CTL-MF011-5,"₦14,500.00",Lontor,In stock,2083
Lontor 3 Inch Mini Rechargeable Fan| CTL-MF031-3,"₦7,500.00",Lontor,In stock,2084
Lontor 4 Inch Rechargeable Mini Fan| CTL-MF012-4,"₦10,000.00",Lontor,In stock,2085
Lontor 4 Inch Rechargeable Mini Fan| CTL-MF014-4,"₦10,000.00",Lontor,In stock,2086
Lontor 9 Inch Rechargeable Mini Fan| CTL-MF018-9,"₦47,500.00",Lontor,In stock,2087
Lontor 6 Inch Rechargeable Mini Fan| CTL-MF025-6,"₦22,500.00",Lontor,In stock,2088
Lontor 6 Inch Rechargeable Outdoor Mini Table Fan| CTL-MF026-6,"₦19,000.00",Lontor,In stock,2089
Lontor 6 Inch Rechargeable Mini Fan| CTL-MF027-6,"₦19,000.00",Lontor,In stock,2090
Lontor 7 Inch Rechargeable Mini Fan| CTL-MF028-7,"₦26,500.00",Lontor,In stock,2091
Lontor 7 Inch Rechargeable Mini Fan| CTL-MF030-7,"₦20,500.00",Lontor,In stock,2093
